kd_kementerian;kementerian;kd_program;program;kd_kegiatan;Kegiatan;kd_output;output;kd_nawacita;nawacita;Tematik;Janpres;kd_PN;PN;kd_PP;PP;kd_KP;KP;kd_PPN;PPN;kd_prov;provinsi;kd_kota;Kota; Anggaran 
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;16;Provinsi Kalimantan Timur;1607;Kab. Kutai Barat;1.278.585
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;17;Provinsi Sulawesi Utara;1753;Kota Bitung;1.281.535
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;6;Provinsi Aceh;651;Kota Banda Aceh;1.286.959
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;2;Provinsi Jawa Barat;262;Kota Banjar;1.292.156
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;10;Provinsi Jambi;1005;Kab. Kerinci;1.295.667
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;8;Provinsi Sumatera Barat;809;Kab. Kepulauan Mentawai;1.299.086
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;15;Provinsi Kalimantan Selatan;1502;Kab. Tanah Laut;1.304.573
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;15;Provinsi Kalimantan Selatan;1508;Kab. Kotabaru;1.305.728
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;3;Guru TK/TKLB/Dikmas Non-PNS yang Menerima Insentif Guru Bukan PNS;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;35;Provinsi Kalimantan Utara;3503;Kab. Malinau;1.312.542
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;26;Provinsi Bengkulu;2608;Kab. Kepahiang;1.314.390
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;17;Provinsi Sulawesi Utara;1752;Kota Tomohon;1.315.273
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;35;Provinsi Kalimantan Utara;3502;Kab. Nunukan;1.316.700
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;7;Provinsi Sumatera Utara;716;Kab. Humbang Hasundutan;1.318.547
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;25;Provinsi Papua;2529;Kab. Lanny Jaya;1.326.806
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;21;Provinsi Maluku;2103;Kab. Maluku Tenggara Barat;1.331.096
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5637;Pembinaan Guru Pendidikan Dasar;1;Guru Dikdas Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;28;Provinsi Maluku Utara;2805;Kab. Kepulauan Sula;1.336.500
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;2;Guru TK/TKLB yang Menerima Tunjangan Khusus;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;58;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;6;Provinsi Aceh;610;Kab. Aceh Singkil;1.337.257
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;22;Provinsi Bali;2202;Kab. Jembrana;1.341.533
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;15;Provinsi Kalimantan Selatan;1511;Kab. Balangan;1.347.115
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;20;Provinsi Sulawesi Tenggara;2054;Kab. Buton Selatan;1.361.168
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;17;Provinsi Sulawesi Utara;1703;Kab. Bolaang Mongondow;1.366.641
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;14;Provinsi Kalimantan Tengah;1406;Kab. Katingan;1.368.098
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;2;Guru TK/TKLB yang Menerima Tunjangan Khusus;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;58;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;21;Provinsi Maluku;2106;Kab. Seram Bagian Barat;1.372.749
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;3;Guru TK/TKLB/Dikmas Non-PNS yang Menerima Insentif Guru Bukan PNS;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;6;Provinsi Aceh;612;Kab. Aceh Barat Daya;1.383.562
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;2;Guru TK/TKLB yang Menerima Tunjangan Khusus;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;58;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;6;Provinsi Aceh;609;Kab. Simeuleu;1.384.059
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;11;Provinsi Sumatera Selatan;1119;Kab. Musi Rawas Utara;1.384.556
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;10;Provinsi Jambi;1007;Kab. Tanjung Jabung Timur;1.386.000
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;13;Provinsi Kalimantan Barat;1352;Kota Singkawang;1.392.884
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;25;Provinsi Papua;2509;Kab. Paniai;1.392.930
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;13;Provinsi Kalimantan Barat;1304;Kab. Mempawah;1.393.618
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;26;Provinsi Bengkulu;2607;Kab. Lebong;1.394.085
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;19;Provinsi Sulawesi Selatan;1910;Kab. Sinjai;1.400.347
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;19;Provinsi Sulawesi Selatan;1916;Kab. Barru;1.405.895
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;14;Provinsi Kalimantan Tengah;1405;Kab. Kotawaringin Barat;1.412.068
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;34;Provinsi Sulawesi Barat;3406;Kab. Mamuju Tengah;1.416.319
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;26;Provinsi Bengkulu;2605;Kab. Kaur;1.423.249
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;32;Provinsi Kepulauan Riau;3252;Kota Tanjung Pinang;1.427.869
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;13;Program Guru dan Tenaga Kependidikan;5636;Pembinaan Guru dan Tenaga Kependidikan Paud dan Dikmas;1;Guru TK/TKLB Non-PNS yang Menerima Tunjangan Profesi;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;0;51;Pendidikan;36;Peningkatan Kualitas Guru;217;PENINGKATAN KESEJAHTERAAN GURU;609;Proyek Penyediaan Tunjangan Guru;20;Provinsi Sulawesi Tenggara;2008;Kab. Kolaka Utara;1.427.993
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;7;Provinsi Sumatera Utara;725;Kab. Labuhan Batu Utara;1.434.510
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;23;Provinsi Nusa Tenggara Barat;2352;Kota Bima;1.440.574
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;17;Provinsi Sulawesi Utara;1752;Kota Tomohon;1.446.060
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;16;Provinsi Kalimantan Timur;1609;Kab. Penajam Paser Utara;1.451.258
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;33;Provinsi Papua Barat;3303;Kab. Fak Fak;1.452.124
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;19;Provinsi Sulawesi Selatan;1952;Kota Pare-Pare;1.453.279
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;20;Provinsi Sulawesi Tenggara;2002;Kab. Buton;1.453.568
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;1;Siswa Yang Mendapatkan Program Indonesia Pintar;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;5;53;57;Penanggulangan Kemiskinan;30;Jaminan dan Bantuan Sosial Tepat Sasaran;96;Peningkatan Efektifitas Bantuan Pendidikan bagi Anak Usia Sekolah;138;Bantuan pendidikan untuk siswa SD/MI, SMP/MTs, SMA/MA, SMK melalui KIP;3;Provinsi Jawa Tengah;355;Kota Magelang;1.455.589
